probe_id,log2FoldChange,AveExpr,t,P.Value,padj,B
228498_at,1.485993393727665,7.506401923186442,13.192892806352729,1.2136905192806034e-34,1.5296784156533064e-32,67.79510098036351
226117_at,-0.7444053353285481,4.161582151963523,-13.08500108462833,3.573856569486251e-34,4.400773037805311e-32,66.81097629795696
227458_at,-1.2557350363531583,2.1936446569763834,-13.097378712632898,3.1581123199970333e-34,3.934053172573049e-32,66.6741842961697
218137_s_at,0.894635248671832,6.210146315187198,13.07295062763883,4.0309022182469425e-34,4.907165393645397e-32,66.63027372062287
212657_s_at,-1.5275319386642947,4.16910859098551,-13.047703280038636,5.185917000476961e-34,6.242329081585358e-32,66.42338425582929
204014_at,-1.7452123706896598,2.8360556434699293,-13.018499376396898,6.938449747059941e-34,8.259068015583683e-32,66.14053464525423
225245_x_at,1.0927658653116936,7.1252037762048595,13.006510545112556,7.818539960484194e-34,9.204397647985404e-32,65.95094785486022
209108_at,1.2983761126945388,7.279059852815662,12.990434839335022,9.17550959580729e-34,1.0684481989117772e-31,65.79126795054454
218101_s_at,0.4940406546330617,7.61248227801925,12.948496197445156,1.3923475284551637e-33,1.603894523907545e-31,65.33308165099582
226459_at,-1.1365897397965818,4.800551935310572,-12.871413460790654,2.9912460484478434e-33,3.3731809386338682e-31,64.65460533766839
200968_s_at,-0.805540073534227,7.692393847610459,-12.886278642920919,2.581585481697713e-33,2.9421835388752766e-31,64.61627858629967
213179_at,-0.5149872516854019,4.861392787082577,-12.861895382446404,3.286917564938694e-33,3.6301801931121885e-31,64.56780938136086
224301_x_at,1.049165700012712,7.078735273096346,12.86585874403694,3.160418126384547e-33,3.5268291029122554e-31,64.56578154240205
225289_at,-0.7258671440820352,4.820648803332579,-12.858396805678835,3.402765562353216e-33,3.7197783132132656e-31,64.53108202801249
235175_at,-1.095033748701476,2.497387986425432,-12.802371478476953,5.921615648843922e-33,6.407905903642923e-31,63.86287736194776
201939_at,-1.1552609269970928,3.905172434163242,-12.69655547887842,1.6802723513448907e-32,1.8000757699957813e-30,63.00254436674153
227338_at,0.7630075903482257,4.871249745291909,12.693021328257176,1.739695627327466e-32,1.8452830946098164e-30,62.980068736270766
210538_s_at,-1.1376774221585875,4.2271953751104565,-12.650447118175373,2.6431622734574825e-32,2.7760977877990205e-30,62.53185705382368
212062_at,1.2041933208212803,6.671742707034922,12.64478026708126,2.7943325404415667e-32,2.906377136480631e-30,62.418946834457756
204015_s_at,-1.4095918014607964,3.755698919112075,-12.605717944452952,4.098453454107181e-32,4.2218011397932916e-30,62.121480586331266
230466_s_at,1.2293377870426643,6.0807728699728445,12.596819980073315,4.471698802606071e-32,4.5624104068875084e-30,61.98402112167058
224571_at,0.8342177845678203,6.603598547853627,12.592643071091766,4.6583968057526633e-32,4.7080570735875736e-30,61.90699652398385
228708_at,-1.5682735792978262,4.297300061726265,-12.508770115867858,1.0574782082597298e-31,1.0587629948678959e-29,61.14822499907034
204073_s_at,-1.1895406904265882,3.361144260437793,-12.501186576619439,1.1386757290099602e-31,1.1295030634151578e-29,61.12121608828188
230958_s_at,2.2562401616361796,4.70678158993005,12.488894031556413,1.283679840642839e-31,1.2616570764042874e-29,60.78904198128473
