probe_id,deseq2_lfc,deseq2_padj,edger_lfc,edger_padj,limma_lfc,limma_padj
202579_x_at,0.18121376676270956,2.795558611260077e-4,0.124231844398081,0.00654223846933854,-0.1119901187303011,0.01462157325445721
202580_x_at,0.664803851819192,2.626059395495737e-10,0.5933982841689927,1.1253955726489075e-9,-0.6171038411195009,9.351956439127484e-12
202581_at,1.1370045356136491,1.1139249129311172e-20,1.0640506701020822,2.777656210646091e-22,-1.0980795057659165,9.740526724275407e-19
202582_s_at,0.05787009828609336,0.3406419030005898,-0.00446855534535193,0.943121860833696,-0.00238232024326208,0.9668779576398788
202587_s_at,0.5856239706356923,5.6261281874208665e-9,0.5014794216980738,2.3958572941027185e-7,-0.5580594664593599,3.8605409208588694e-8
202589_at,1.098459925146675,6.835043225400425e-36,1.0486070969130794,6.672963668174242e-42,-1.1117197322459995,3.3511869294301684e-38
202591_s_at,-0.19560477807524904,0.00123218423459411,-0.2535797416719253,2.8145002217359604e-6,0.23242685910248947,2.3677767175314297e-5
202592_at,0.00653547464381685,0.9385980143193152,-0.06911216763967261,0.3001443538267606,0.05985936947537066,0.3547968916882297
202593_s_at,-0.17516291331594552,0.01555969508967891,-0.23301026285382215,5.336972773640886e-4,0.24561153678276396,2.5566594157238866e-4
202594_at,0.37994378075404306,1.8957361729019842e-8,0.30975267568714,1.0827803130526711e-6,-0.3447574656650757,1.1038409890123285e-7
202595_s_at,0.5761941401948227,3.9437404693800735e-16,0.5126358785146472,1.1345142865981201e-14,-0.571398181394446,1.3655528123147657e-17
202596_at,0.15771461324528618,5.186805105924201e-4,0.08989794443940657,0.0529076751399026,-0.08974498676045199,0.04816997431642449
202597_at,0.00230083031436323,0.9818210834878744,-0.06924242306891264,0.35259897759196396,0.05018317089249497,0.5011080445994579
202598_at,0.3466926329004492,1.402530997836271e-4,0.2715851006661561,0.00197882571062881,-0.28226167966898763,0.00220902164991484
202599_s_at,-0.03474435608021883,0.7175232067180897,-0.09622115063013606,0.1851455660943493,0.11890009513218028,0.10427600256512996
202600_s_at,-0.21491211175986896,0.03991668550747956,-0.2707891096640051,0.00579709186685307,0.3595007608518912,4.616349710991316e-4
202602_s_at,0.00449275683921936,0.9633238929680168,-0.05320195144523435,0.42940248494320127,0.0367540692126811,0.5832357567728195
202603_at,0.3306736918091852,1.07348257258887e-7,0.2667588581556215,3.6260130124459263e-6,-0.2916072616459372,6.257685247331355e-7
202605_at,0.00401524998738522,0.9633238929680168,-0.06518742887921052,0.30863661538896137,0.0352692047351501,0.5835614660290156
202606_s_at,0.09902347617495878,0.14882658830619122,0.03129324641046151,0.6167916696952378,-0.04655176727023708,0.4503807754292648
202609_at,-0.01456045828736335,0.8883264496197147,-0.08554068659279604,0.2441298135542819,0.1284445869306357,0.06840484076855494
202610_s_at,1.7673057818364202e-4,0.9990286230911356,-0.06268710259566687,0.38833109060286425,0.05379959863733712,0.4361929647435289
